county,distid,dist_name,instid,inst_name,inst_type,asian,black_african_american,hispanic_latino,american_indian_alaska_native,multi_racial,native_hawaiian_pacific_islander,white
All Counties,9999,Statewide,9999,Statewide,State,11.8,7,4.1,5.1,9.1,4.4,8.7
Baker,1894,Baker SD 5J,1894,Baker SD 5J,District,NA,NA,14.6,NA,11.9,NA,10.7
Baker,1895,Huntington SD 16J,1895,Huntington SD 16J,District,NA,NA,NA,NA,NA,NA,8.8
Baker,1896,Burnt River SD 30J,1896,Burnt River SD 30J,District,NA,NA,NA,NA,NA,NA,NA
Baker,1897,Pine Eagle SD 61,1897,Pine Eagle SD 61,District,NA,NA,NA,NA,NA,NA,15.1
Benton,1898,Monroe SD 1J,1898,Monroe SD 1J,District,NA,NA,NA,NA,NA,NA,8
Benton,1899,Alsea SD 7J,1899,Alsea SD 7J,District,NA,NA,NA,NA,NA,NA,NA
Benton,1900,Philomath SD 17J,1900,Philomath SD 17J,District,NA,NA,5.8,NA,NA,NA,7
Benton,1901,Corvallis SD 509J,1901,Corvallis SD 509J,District,13.8,10.4,7.8,NA,11.6,NA,12.5
Clackamas,1902,Clackamas ESD,1902,Clackamas ESD,District,NA,NA,NA,NA,NA,NA,NA
Clackamas,1922,West Linn-Wilsonville SD 3J,1922,West Linn-Wilsonville SD 3J,District,13.6,NA,6.4,NA,12.9,NA,11.4
Clackamas,1923,Lake Oswego SD 7J,1923,Lake Oswego SD 7J,District,13.7,NA,11.8,NA,15,NA,11.8
Clackamas,1924,North Clackamas SD 12,1924,North Clackamas SD 12,District,9.8,10.3,4.8,NA,8.5,6.9,8.8
Clackamas,1925,Molalla River SD 35,1925,Molalla River SD 35,District,NA,NA,2.8,NA,8.3,NA,5.4
Clackamas,1926,Oregon Trail SD 46,1926,Oregon Trail SD 46,District,NA,NA,6.4,NA,11,NA,10.9
Clackamas,1927,Colton SD 53,1927,Colton SD 53,District,NA,NA,NA,NA,NA,NA,7.4
Clackamas,1928,Oregon City SD 62,1928,Oregon City SD 62,District,NA,NA,5.8,NA,9,NA,9.5
Clackamas,1929,Canby SD 86,1929,Canby SD 86,District,NA,NA,2.6,NA,10.7,NA,8.1
Clackamas,1930,Estacada SD 108,1930,Estacada SD 108,District,NA,NA,8.6,NA,5.7,NA,8.6
Clackamas,1931,Gladstone SD 115,1931,Gladstone SD 115,District,NA,NA,3.8,NA,5,NA,6.7
Clatsop,1933,Astoria SD 1,1933,Astoria SD 1,District,NA,NA,9.4,NA,NA,NA,11.2
Clatsop,1934,Jewell SD 8,1934,Jewell SD 8,District,NA,NA,NA,NA,NA,NA,8.1
Clatsop,1935,Seaside SD 10,1935,Seaside SD 10,District,NA,NA,3.8,NA,NA,NA,7.1
Clatsop,1936,Warrenton-Hammond SD 30,1936,Warrenton-Hammond SD 30,District,NA,NA,10.6,NA,NA,NA,8.6
Columbia,1944,Scappoose SD 1J,1944,Scappoose SD 1J,District,NA,NA,1.7,NA,6.6,NA,8.5
Columbia,1945,Clatskanie SD 6J,1945,Clatskanie SD 6J,District,NA,NA,NA,NA,2,NA,6.7
Columbia,1946,Rainier SD 13,1946,Rainier SD 13,District,NA,NA,NA,NA,8.3,NA,10.6
Columbia,1947,Vernonia SD 47J,1947,Vernonia SD 47J,District,NA,NA,NA,NA,NA,NA,4.7
Columbia,1948,St Helens SD 502,1948,St Helens SD 502,District,NA,NA,4.2,NA,5.2,NA,9.2
Coos,1964,Coquille SD 8,1964,Coquille SD 8,District,NA,NA,6.1,NA,9.6,NA,8.9
Coos,1965,Coos Bay SD 9,1965,Coos Bay SD 9,District,NA,NA,3.1,NA,2,NA,5.1
Coos,1966,North Bend SD 13,1966,North Bend SD 13,District,NA,NA,3.6,NA,7.7,NA,6.6
Coos,1967,Powers SD 31,1967,Powers SD 31,District,NA,NA,NA,NA,NA,NA,8
Coos,1968,Myrtle Point SD 41,1968,Myrtle Point SD 41,District,NA,NA,NA,NA,NA,NA,4.4
Coos,1969,Bandon SD 54,1969,Bandon SD 54,District,NA,NA,NA,NA,NA,NA,6.7
Crook,1970,Crook County SD,1970,Crook County SD,District,NA,NA,3.4,NA,5,NA,9.4
Curry,1972,Central Curry SD 1,1972,Central Curry SD 1,District,NA,NA,NA,NA,NA,NA,6.8
Curry,1973,Port Orford-Langlois SD 2CJ,1973,Port Orford-Langlois SD 2CJ,District,NA,NA,NA,NA,NA,NA,7.3
Curry,1974,Brookings-Harbor SD 17C,1974,Brookings-Harbor SD 17C,District,NA,NA,9.3,NA,10.5,NA,4.9
Deschutes,1976,Bend-LaPine Administrative SD 1,1976,Bend-LaPine Administrative SD 1,District,10.9,NA,5.9,5,12.6,NA,10.4
Deschutes,1977,Redmond SD 2J,1977,Redmond SD 2J,District,NA,NA,4.2,NA,9.3,NA,8.2
Deschutes,1978,Sisters SD 6,1978,Sisters SD 6,District,NA,NA,NA,NA,NA,NA,8.3
Douglas,1990,Oakland SD 1,1990,Oakland SD 1,District,NA,NA,NA,NA,NA,NA,7.8
Douglas,1991,Douglas County SD 4,1991,Douglas County SD 4,District,NA,NA,3.8,NA,6.5,NA,6.4
Douglas,1992,Glide SD 12,1992,Glide SD 12,District,NA,NA,10,NA,6.5,NA,5
Douglas,1993,Douglas County SD 15,1993,Douglas County SD 15,District,NA,NA,NA,NA,NA,NA,4.6
Douglas,1994,South Umpqua SD 19,1994,South Umpqua SD 19,District,NA,NA,4.9,NA,9.3,NA,4.2
Douglas,1995,Camas Valley SD 21J,1995,Camas Valley SD 21J,District,NA,NA,NA,NA,NA,NA,5.4
Douglas,1996,North Douglas SD 22,1996,North Douglas SD 22,District,NA,NA,NA,NA,NA,NA,2.7
Douglas,1997,Yoncalla SD 32,1997,Yoncalla SD 32,District,NA,NA,NA,NA,NA,NA,11.4
Douglas,1998,Elkton SD 34,1998,Elkton SD 34,District,NA,NA,NA,NA,NA,NA,6.1
Douglas,1999,Riddle SD 70,1999,Riddle SD 70,District,NA,NA,NA,NA,NA,NA,5
Douglas,2000,Glendale SD 77,2000,Glendale SD 77,District,NA,NA,NA,NA,NA,NA,4.6
Douglas,2001,Reedsport SD 105,2001,Reedsport SD 105,District,NA,NA,NA,NA,5.3,NA,5.9
Douglas,2002,Winston-Dillard SD 116,2002,Winston-Dillard SD 116,District,NA,NA,0.9,NA,7.8,NA,6.2
Douglas,2003,Sutherlin SD 130,2003,Sutherlin SD 130,District,NA,NA,3.4,NA,NA,NA,4.9
Gilliam,2005,Arlington SD 3,2005,Arlington SD 3,District,NA,NA,NA,NA,NA,NA,11.9
Gilliam,2006,Condon SD 25J,2006,Condon SD 25J,District,NA,NA,NA,NA,NA,NA,4.2
Grant,2008,John Day SD 3,2008,John Day SD 3,District,NA,NA,NA,NA,NA,NA,10.1
Grant,2009,Prairie City SD 4,2009,Prairie City SD 4,District,NA,NA,NA,NA,NA,NA,13.1
Grant,2010,Monument SD 8,2010,Monument SD 8,District,NA,NA,NA,NA,NA,NA,NA
Grant,2011,Dayville SD 16J,2011,Dayville SD 16J,District,NA,NA,NA,NA,NA,NA,NA
Grant,2012,Long Creek SD 17,2012,Long Creek SD 17,District,NA,NA,NA,NA,NA,NA,NA
Harney,2014,Harney County SD 3,2014,Harney County SD 3,District,NA,NA,7.3,NA,NA,NA,6.5
Harney,2015,Harney County SD 4,2015,Harney County SD 4,District,NA,NA,15.5,NA,NA,NA,12.1
Harney,2017,Diamond SD 7,2017,Diamond SD 7,District,NA,NA,NA,NA,NA,NA,NA
Harney,2018,Suntex SD 10,2018,Suntex SD 10,District,NA,NA,NA,NA,NA,NA,NA
Harney,2019,Drewsey SD 13,2019,Drewsey SD 13,District,NA,NA,NA,NA,NA,NA,NA
Harney,2020,Frenchglen SD 16,2020,Frenchglen SD 16,District,NA,NA,NA,NA,NA,NA,16.7
Harney,2021,Double O SD 28,2021,Double O SD 28,District,NA,NA,NA,NA,NA,NA,NA
Harney,2022,South Harney SD 33,2022,South Harney SD 33,District,NA,NA,NA,NA,NA,NA,NA
Hood River,2024,Hood River County SD,2024,Hood River County SD,District,NA,NA,2.6,NA,5.4,NA,7.9
Jackson,2025,Southern Oregon ESD,2025,Southern Oregon ESD,District,NA,NA,NA,NA,NA,NA,NA
Jackson,2039,Phoenix-Talent SD 4,2039,Phoenix-Talent SD 4,District,NA,NA,3.7,NA,9.6,NA,7.1
Jackson,2041,Ashland SD 5,2041,Ashland SD 5,District,NA,NA,6.2,NA,9.2,NA,10.2
Jackson,2042,Central Point SD 6,2042,Central Point SD 6,District,NA,NA,5.1,NA,8.9,NA,7.4
Jackson,2043,Eagle Point SD 9,2043,Eagle Point SD 9,District,NA,NA,1.5,NA,8.1,NA,5.1
Jackson,2044,Rogue River SD 35,2044,Rogue River SD 35,District,NA,NA,NA,NA,NA,NA,2.7
Jackson,2045,Prospect SD 59,2045,Prospect SD 59,District,NA,NA,NA,NA,NA,NA,8.9
Jackson,2046,Butte Falls SD 91,2046,Butte Falls SD 91,District,NA,NA,NA,NA,NA,NA,5.2
Jackson,2047,Pinehurst SD 94,2047,Pinehurst SD 94,District,NA,NA,NA,NA,NA,NA,NA
Jackson,2048,Medford SD 549C,2048,Medford SD 549C,District,11.3,6.9,3.8,5.4,10.2,7.8,8.1
Jefferson,2050,Culver SD 4,2050,Culver SD 4,District,NA,NA,6.9,NA,NA,NA,12.7
Jefferson,2051,Ashwood SD 8,2051,Ashwood SD 8,District,NA,NA,NA,NA,NA,NA,NA
Jefferson,2052,Black Butte SD 41,2052,Black Butte SD 41,District,NA,NA,NA,NA,NA,NA,NA
Jefferson,2053,Jefferson County SD 509J,2053,Jefferson County SD 509J,District,NA,NA,1.6,3.7,2.9,NA,4
Josephine,2054,Grants Pass SD 7,2054,Grants Pass SD 7,District,NA,NA,4.2,NA,6,NA,7.2
Josephine,2055,Three Rivers/Josephine County SD,2055,Three Rivers/Josephine County SD,District,NA,NA,5.8,NA,4,NA,5.1
Klamath,2056,Klamath Falls City Schools,2056,Klamath Falls City Schools,District,NA,NA,2.5,2.9,3.6,NA,6.8
Klamath,2057,Klamath County SD,2057,Klamath County SD,District,NA,NA,1.6,2,3.3,NA,5
Lake,2059,Lake County SD 7,2059,Lake County SD 7,District,NA,NA,10.1,NA,NA,NA,13.3
Lake,2060,Paisley SD 11,2060,Paisley SD 11,District,NA,NA,NA,NA,NA,NA,18.1
Lake,2061,North Lake SD 14,2061,North Lake SD 14,District,NA,NA,NA,NA,NA,NA,4.6
Lake,2062,Plush SD 18,2062,Plush SD 18,District,NA,NA,NA,NA,NA,NA,NA
Lane,2081,Pleasant Hill SD 1,2081,Pleasant Hill SD 1,District,NA,NA,NA,NA,NA,NA,8
Lane,2082,Eugene SD 4J,2082,Eugene SD 4J,District,12.7,NA,6.9,10.3,10.4,NA,10.5
Lane,2083,Springfield SD 19,2083,Springfield SD 19,District,NA,8.7,2.9,4.2,8.6,NA,7.4
Lane,2084,Fern Ridge SD 28J,2084,Fern Ridge SD 28J,District,NA,NA,8.2,NA,NA,NA,8.9
Lane,2085,Mapleton SD 32,2085,Mapleton SD 32,District,NA,NA,NA,NA,NA,NA,9
Lane,2086,Creswell SD 40,2086,Creswell SD 40,District,NA,NA,3.8,NA,NA,NA,5
Lane,2087,South Lane SD 45J3,2087,South Lane SD 45J3,District,NA,NA,3.8,2.8,3.5,NA,6.1
Lane,2088,Bethel SD 52,2088,Bethel SD 52,District,NA,NA,5.5,NA,6,NA,8.6
Lane,2089,Crow-Applegate-Lorane SD 66,2089,Crow-Applegate-Lorane SD 66,District,NA,NA,NA,NA,NA,NA,6.7
Lane,2090,McKenzie SD 68,2090,McKenzie SD 68,District,NA,NA,NA,NA,NA,NA,10.2
Lane,2091,Junction City SD 69,2091,Junction City SD 69,District,NA,NA,2.8,NA,7.6,NA,7.7
Lane,2092,Lowell SD 71,2092,Lowell SD 71,District,NA,NA,7.6,NA,NA,NA,13.6
Lane,2093,Oakridge SD 76,2093,Oakridge SD 76,District,NA,NA,NA,NA,NA,NA,4.5
Lane,2094,Marcola SD 79J,2094,Marcola SD 79J,District,NA,NA,NA,NA,NA,NA,7.5
Lane,2095,Blachly SD 90,2095,Blachly SD 90,District,NA,NA,NA,NA,NA,NA,6.4
Lane,2096,Siuslaw SD 97J,2096,Siuslaw SD 97J,District,NA,NA,NA,NA,15.5,NA,9.1
Lincoln,2097,Lincoln County SD,2097,Lincoln County SD,District,NA,NA,5.3,0.9,8.4,NA,6.8
Linn,2098,Linn Benton Lincoln ESD,2098,Linn Benton Lincoln ESD,District,NA,NA,NA,NA,NA,NA,NA
Linn,2099,Harrisburg SD 7J,2099,Harrisburg SD 7J,District,NA,NA,6.3,NA,NA,NA,5
Linn,2100,Greater Albany Public SD 8J,2100,Greater Albany Public SD 8J,District,NA,NA,3.2,8.4,6.6,NA,5.7
Linn,2101,Lebanon Community SD 9,2101,Lebanon Community SD 9,District,NA,NA,4,NA,4.6,NA,4.2
Linn,2102,Sweet Home SD 55,2102,Sweet Home SD 55,District,NA,NA,2.3,NA,NA,NA,5.1
Linn,2103,Scio SD 95,2103,Scio SD 95,District,NA,NA,3.3,NA,NA,NA,5.2
Linn,2104,Santiam Canyon SD 129J,2104,Santiam Canyon SD 129J,District,NA,15.9,7.5,NA,14.9,NA,8.4
Linn,2105,Central Linn SD 552,2105,Central Linn SD 552,District,NA,NA,NA,NA,NA,NA,5.3
Malheur,2107,Jordan Valley SD 3,2107,Jordan Valley SD 3,District,NA,NA,NA,NA,NA,NA,NA
Malheur,2108,Ontario SD 8C,2108,Ontario SD 8C,District,NA,NA,5.4,NA,7,NA,5
Malheur,2109,Juntura SD 12,2109,Juntura SD 12,District,NA,NA,NA,NA,NA,NA,NA
Malheur,2110,Nyssa SD 26,2110,Nyssa SD 26,District,NA,NA,6.8,NA,NA,NA,11.9
Malheur,2111,Annex SD 29,2111,Annex SD 29,District,NA,NA,NA,NA,NA,NA,NA
Malheur,2113,Adrian SD 61,2113,Adrian SD 61,District,NA,NA,NA,NA,NA,NA,8.6
Malheur,2114,Harper SD 66,2114,Harper SD 66,District,NA,NA,NA,NA,NA,NA,5.2
Malheur,2115,Arock SD 81,2115,Arock SD 81,District,NA,NA,NA,NA,NA,NA,NA
Malheur,2116,Vale SD 84,2116,Vale SD 84,District,NA,NA,4.7,NA,NA,NA,6.6
Marion,2137,Gervais SD 1,2137,Gervais SD 1,District,NA,NA,2.7,NA,NA,NA,4.5
Marion,2138,Silver Falls SD 4J,2138,Silver Falls SD 4J,District,NA,NA,2,NA,5.5,NA,8.2
Marion,2139,Cascade SD 5,2139,Cascade SD 5,District,NA,NA,4.2,NA,NA,NA,7.1
Marion,2140,Jefferson SD 14J,2140,Jefferson SD 14J,District,NA,NA,6.6,NA,NA,NA,7.9
Marion,2141,North Marion SD 15,2141,North Marion SD 15,District,NA,NA,3.8,NA,NA,NA,7.4
Marion,2142,Salem-Keizer SD 24J,2142,Salem-Keizer SD 24J,District,7.1,5.2,2.6,4.6,6.6,2,6.3
Marion,2143,North Santiam SD 29J,2143,North Santiam SD 29J,District,NA,NA,0.5,NA,5.4,NA,6.5
Marion,2144,St Paul SD 45,2144,St Paul SD 45,District,NA,NA,2.9,NA,NA,NA,14.1
Marion,2145,Mt Angel SD 91,2145,Mt Angel SD 91,District,NA,NA,2.3,NA,NA,NA,5.3
Marion,2146,Woodburn SD 103,2146,Woodburn SD 103,District,NA,NA,2.5,NA,3.7,NA,3.4
Morrow,2147,Morrow SD 1,2147,Morrow SD 1,District,NA,NA,5.7,NA,NA,NA,10.8
Multnomah,2180,Portland SD 1J,2180,Portland SD 1J,District,9.1,7.2,7.4,6.9,11.3,5.7,11.9
Multnomah,2181,Parkrose SD 3,2181,Parkrose SD 3,District,6.7,6.1,2.8,NA,8.3,NA,7.1
Multnomah,2182,Reynolds SD 7,2182,Reynolds SD 7,District,3.9,5.1,2.6,4.8,4.1,2.4,6.1
Multnomah,2183,Gresham-Barlow SD 10J,2183,Gresham-Barlow SD 10J,District,4,3,3.1,4,6.9,3.6,6.5
Multnomah,2185,Centennial SD 28J,2185,Centennial SD 28J,District,3.9,3.9,2.5,NA,6.3,0.1,5.1
Multnomah,2186,Corbett SD 39,2186,Corbett SD 39,District,NA,NA,NA,NA,NA,NA,12.7
Multnomah,2187,David Douglas SD 40,2187,David Douglas SD 40,District,6,6.2,5,NA,7.4,2.4,6.8
Multnomah,2188,Riverdale SD 51J,2188,Riverdale SD 51J,District,NA,NA,NA,NA,NA,NA,16.8
Polk,2190,Dallas SD 2,2190,Dallas SD 2,District,NA,NA,2.8,NA,12,NA,8
Polk,2191,Central SD 13J,2191,Central SD 13J,District,NA,NA,4.6,NA,13.8,NA,6.1
Polk,2192,Perrydale SD 21,2192,Perrydale SD 21,District,NA,NA,NA,NA,NA,NA,7.1
Polk,2193,Falls City SD 57,2193,Falls City SD 57,District,NA,NA,NA,NA,NA,NA,6.8
Sherman,2195,Sherman County SD,2195,Sherman County SD,District,NA,NA,NA,NA,NA,NA,12
Tillamook,2197,Tillamook SD 9,2197,Tillamook SD 9,District,NA,NA,3.8,NA,8.2,NA,6.4
Tillamook,2198,Neah-Kah-Nie SD 56,2198,Neah-Kah-Nie SD 56,District,NA,NA,NA,NA,NA,NA,9.6
Tillamook,2199,Nestucca Valley SD 101J,2199,Nestucca Valley SD 101J,District,NA,NA,0,NA,NA,NA,6.3
Umatilla,2200,InterMountain ESD,2200,InterMountain ESD,District,NA,NA,NA,NA,NA,NA,NA
Umatilla,2201,Helix SD 1,2201,Helix SD 1,District,NA,NA,NA,NA,NA,NA,10.7
Umatilla,2202,Pilot Rock SD 2,2202,Pilot Rock SD 2,District,NA,NA,NA,NA,NA,NA,8.8
Umatilla,2203,Echo SD 5,2203,Echo SD 5,District,NA,NA,NA,NA,NA,NA,9.9
Umatilla,2204,Umatilla SD 6R,2204,Umatilla SD 6R,District,NA,NA,2.2,NA,NA,NA,4.8
Umatilla,2205,Milton-Freewater Unified SD 7,2205,Milton-Freewater Unified SD 7,District,NA,NA,2.1,NA,NA,NA,5.8
Umatilla,2206,Hermiston SD 8,2206,Hermiston SD 8,District,NA,NA,2.3,NA,3.8,NA,6.3
Umatilla,2207,Pendleton SD 16,2207,Pendleton SD 16,District,NA,NA,5.5,3.9,6.9,NA,8.8
Umatilla,2208,Athena-Weston SD 29RJ,2208,Athena-Weston SD 29RJ,District,NA,NA,5.9,NA,NA,NA,14.6
Umatilla,2209,Stanfield SD 61,2209,Stanfield SD 61,District,NA,NA,6.5,NA,NA,NA,4.5
Umatilla,2210,Ukiah SD 80R,2210,Ukiah SD 80R,District,NA,NA,NA,NA,NA,NA,NA
Union,2212,La Grande SD 1,2212,La Grande SD 1,District,NA,NA,7.4,NA,5,12.4,9.8
Union,2213,Union SD 5,2213,Union SD 5,District,NA,NA,NA,NA,NA,NA,8.5
Union,2214,North Powder SD 8J,2214,North Powder SD 8J,District,NA,NA,NA,NA,NA,NA,11.7
Union,2215,Imbler SD 11,2215,Imbler SD 11,District,NA,NA,NA,NA,NA,NA,8.9
Union,2216,Cove SD 15,2216,Cove SD 15,District,NA,NA,NA,NA,NA,NA,6.8
Union,2217,Elgin SD 23,2217,Elgin SD 23,District,NA,NA,NA,NA,NA,NA,10.8
Wallowa,2219,Joseph SD 6,2219,Joseph SD 6,District,NA,NA,NA,NA,NA,NA,10.2
Wallowa,2220,Wallowa SD 12,2220,Wallowa SD 12,District,NA,NA,NA,NA,NA,NA,9.2
Wallowa,2221,Enterprise SD 21,2221,Enterprise SD 21,District,NA,NA,NA,NA,NA,NA,12.3
Wasco,2225,South Wasco County SD 1,2225,South Wasco County SD 1,District,NA,NA,NA,NA,NA,NA,4.9
Wasco,2229,Dufur SD 29,2229,Dufur SD 29,District,NA,NA,NA,NA,NA,NA,14
Washington,2239,Hillsboro SD 1J,2239,Hillsboro SD 1J,District,12.3,8.7,3,11.9,9,1.9,9.4
Washington,2240,Banks SD 13,2240,Banks SD 13,District,NA,NA,1.6,NA,NA,NA,7.5
Washington,2241,Forest Grove SD 15,2241,Forest Grove SD 15,District,NA,NA,5.4,NA,12.5,NA,6.9
Washington,2242,Tigard-Tualatin SD 23J,2242,Tigard-Tualatin SD 23J,District,10.3,12.2,3.8,3.8,9.8,3.7,12.1
Washington,2243,Beaverton SD 48J,2243,Beaverton SD 48J,District,17,8.8,5.4,10.2,12.5,7.7,11.6
Washington,2244,Sherwood SD 88J,2244,Sherwood SD 88J,District,19.6,NA,7.8,NA,10,NA,13.8
Washington,2245,Gaston SD 511J,2245,Gaston SD 511J,District,NA,NA,NA,NA,NA,NA,4.5
Wheeler,2247,Spray SD 1,2247,Spray SD 1,District,NA,NA,NA,NA,NA,NA,NA
Wheeler,2248,Fossil SD 21J,2248,Fossil SD 21J,District,NA,NA,NA,NA,NA,NA,14.6
Wheeler,2249,Mitchel SD 55,2249,Mitchel SD 55,District,NA,NA,NA,NA,NA,NA,5.8
Yamhill,2251,Yamhill Carlton SD 1,2251,Yamhill Carlton SD 1,District,NA,NA,10.2,NA,NA,NA,6.1
Yamhill,2252,Amity SD 4J,2252,Amity SD 4J,District,NA,NA,4.4,NA,NA,NA,8.4
Yamhill,2253,Dayton SD 8,2253,Dayton SD 8,District,NA,NA,0.6,NA,NA,NA,4.1
Yamhill,2254,Newberg SD 29J,2254,Newberg SD 29J,District,NA,NA,6.8,NA,12,NA,12.2
Yamhill,2255,Willamina SD 30J,2255,Willamina SD 30J,District,NA,NA,3.8,7.7,8.9,NA,7.6
Yamhill,2256,McMinnville SD 40,2256,McMinnville SD 40,District,10.9,NA,4.3,NA,2.1,NA,7.3
Yamhill,2257,Sheridan SD 48J,2257,Sheridan SD 48J,District,NA,NA,7.4,NA,NA,NA,3.4
Clatsop,2262,Knappa SD 4,2262,Knappa SD 4,District,NA,NA,NA,NA,NA,NA,5.1
Marion,2336,Oregon Department of Education,2336,Oregon Department of Education,District,NA,NA,10.4,NA,NA,NA,10.3
Morrow,3997,Ione SD R2,3997,Ione SD R2,District,NA,NA,NA,NA,NA,NA,NA
Wasco,4131,North Wasco County SD 21,4131,North Wasco County SD 21,District,NA,NA,2.7,NA,1.6,NA,7.7
Baker,1894,Baker SD 5J,2,Brooklyn Primary School,School,NA,NA,9.3,NA,5.3,NA,6.7
Baker,1894,Baker SD 5J,4,Haines Elementary School,School,NA,NA,NA,NA,NA,NA,19.9
Baker,1894,Baker SD 5J,5,Keating Elementary School,School,NA,NA,NA,NA,NA,NA,NA
Baker,1897,Pine Eagle SD 61,15,Pine Eagle Charter School,School,NA,NA,NA,NA,NA,NA,15.1
Benton,1899,Alsea SD 7J,17,Alsea Charter School,School,NA,NA,NA,NA,NA,NA,NA
Benton,1900,Philomath SD 17J,18,Blodgett Elementary School,School,NA,NA,NA,NA,NA,NA,3
Benton,1901,Corvallis SD 509J,27,Adams Elementary School,School,10.3,NA,NA,NA,NA,NA,12.5
Benton,1901,Corvallis SD 509J,30,Garfield Elementary School,School,NA,NA,2.7,NA,NA,NA,12.9
Benton,1901,Corvallis SD 509J,33,Hoover Elementary School,School,15.7,NA,NA,NA,11.5,NA,16.3
Benton,1901,Corvallis SD 509J,35,Jefferson Elementary School,School,NA,NA,NA,NA,NA,NA,11.8
Benton,1901,Corvallis SD 509J,36,Lincoln Elementary School,School,NA,NA,9.4,NA,NA,NA,12.2
Benton,1901,Corvallis SD 509J,37,Mt View Elementary School,School,NA,NA,NA,NA,NA,NA,11.8
Benton,1901,Corvallis SD 509J,39,Wilson Elementary School,School,NA,NA,9,NA,10.3,NA,11.5
Clackamas,1922,West Linn-Wilsonville SD 3J,45,Cedaroak Park Primary School,School,NA,NA,NA,NA,NA,NA,12.4
Clackamas,1922,West Linn-Wilsonville SD 3J,47,Stafford Primary School,School,NA,NA,NA,NA,NA,NA,11.1
Clackamas,1922,West Linn-Wilsonville SD 3J,48,Sunset Primary School,School,NA,NA,NA,NA,15.9,NA,10.5
Clackamas,1923,Lake Oswego SD 7J,53,Forest Hills Elementary School,School,NA,NA,NA,NA,NA,NA,11.7
Clackamas,1923,Lake Oswego SD 7J,54,Hallinan Elementary School,School,NA,NA,NA,NA,20.3,NA,12
Clackamas,1923,Lake Oswego SD 7J,55,Lake Grove Elementary School,School,NA,NA,NA,NA,NA,NA,11.4
Clackamas,1923,Lake Oswego SD 7J,56,River Grove Elementary School,School,16,NA,14.6,NA,16.2,NA,11.3
Clackamas,1923,Lake Oswego SD 7J,58,Westridge Elementary School,School,NA,NA,NA,NA,NA,NA,12
Clackamas,1924,North Clackamas SD 12,65,Bilquist Elementary School,School,NA,NA,4.1,NA,4.6,NA,7.4
Clackamas,1924,North Clackamas SD 12,72,Whitcomb Elementary School,School,NA,NA,0.9,NA,NA,NA,7.7
Clackamas,1924,North Clackamas SD 12,73,Milwaukie Elementary School,School,NA,NA,NA,NA,NA,NA,8.7
Clackamas,1924,North Clackamas SD 12,76,Riverside Elementary School,School,NA,NA,2.8,NA,NA,NA,6.9
Clackamas,1924,North Clackamas SD 12,78,Sunnyside Elementary School,School,7.6,NA,7.5,NA,4.3,NA,5.9
Clackamas,1924,North Clackamas SD 12,79,View Acres Elementary School,School,NA,NA,3.6,NA,10.8,NA,7.9
Clackamas,1926,Oregon Trail SD 46,88,Welches Elementary School,School,NA,NA,NA,NA,NA,NA,11.8
Multnomah,2183,Gresham-Barlow SD 10J,90,Deep Creek – Damascus K-8 School,School,NA,NA,NA,NA,NA,NA,10.1
Clackamas,1929,Canby SD 86,92,Carus School,School,NA,NA,1.1,NA,NA,NA,6.6
Clackamas,1925,Molalla River SD 35,93,Clarkes Elementary School,School,NA,NA,NA,NA,NA,NA,5.8
Clackamas,1925,Molalla River SD 35,94,Molalla Elementary School,School,NA,NA,3,NA,NA,NA,5.4
Clackamas,1926,Oregon Trail SD 46,96,Naas Elementary School,School,NA,NA,2.2,NA,NA,NA,8
Clackamas,1926,Oregon Trail SD 46,99,Kelso Elementary School,School,NA,NA,NA,NA,NA,NA,12.9
Clackamas,1926,Oregon Trail SD 46,100,Sandy Grade School,School,NA,NA,4,NA,NA,NA,9.6
Clackamas,1926,Oregon Trail SD 46,101,Firwood Elementary School,School,NA,NA,4.8,NA,NA,NA,11.3
Clackamas,1927,Colton SD 53,103,Colton Elementary School,School,NA,NA,NA,NA,NA,NA,7.4
Clackamas,1928,Oregon City SD 62,105,Beavercreek Elementary School,School,NA,NA,NA,NA,NA,NA,9.7
Clackamas,1928,Oregon City SD 62,107,Holcomb Elementary School,School,NA,NA,9,NA,NA,NA,8.8
Clackamas,1928,Oregon City SD 62,109,Gaffney Lane Elementary School,School,NA,NA,1.7,NA,NA,NA,8.9
Clackamas,1928,Oregon City SD 62,110,Jennings Lodge Elementary School,School,NA,NA,5.8,NA,NA,NA,10
Clackamas,1928,Oregon City SD 62,114,John McLoughlin Elementary School,School,NA,NA,NA,NA,NA,NA,10.8
Marion,2138,Silver Falls SD 4J,119,Butte Creek Elementary School,School,NA,NA,3.4,NA,NA,NA,9.4
Clackamas,1925,Molalla River SD 35,121,Mulino Elementary School,School,NA,NA,1.1,NA,NA,NA,3.4
Clackamas,1929,Canby SD 86,122,William Knight Elementary School,School,NA,NA,1.2,NA,NA,NA,5.3
Clackamas,1929,Canby SD 86,124,Howard Eccles Elementary School,School,NA,NA,4.1,NA,NA,NA,11.8
Clackamas,1929,Canby SD 86,127,Ninety-One School,School,NA,NA,NA,NA,NA,NA,7.1
Clackamas,1925,Molalla River SD 35,128,Rural Dell Elementary School,School,NA,NA,3.9,NA,NA,NA,4.4
Clackamas,1930,Estacada SD 108,131,Clackamas River Elementary School,School,NA,NA,NA,NA,NA,NA,6.1
Clackamas,1930,Estacada SD 108,132,River Mill Elementary School,School,NA,NA,6.5,NA,NA,NA,6.2
